code_no,title,source_type,primary_place,lat,lng,all_places,summary_hint,narrative_type,core_topics,entities,spaces,moods,functions,tag_notes
W_M_001,W_M_001 구할망본풀이,legend,귀덕리,33.4317792,126.291254,조천읍 | 서귀포시 | 귀덕리 | 한림읍 | 동홍동,귀덕리에서 전해 내려오는 구할망본풀이 전설.,,,,,,,
W_M_002,W_M_002 문전본풀이,legend,태흥리,33.2924853,126.7415146,용담동 | 제주시 | 남원읍 | 태흥리,태흥리에서 전해 내려오는 문전본풀이 전설.,,,,,,,
W_M_003,W_M_003 삼공본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 수산리 | 남원읍 | 태흥리,수산리에서 전해 내려오는 삼공본풀이 전설.,,,,,,,
W_M_004,W_M_004 세경본풀이,legend,태흥리,33.2924853,126.7415146,용담동 | 제주시 | 남원읍 | 태흥리,태흥리에서 전해 내려오는 세경본풀이 전설.,,,,,,,
W_M_005,W_M_005 만이본풀이,legend,조천리,33.5267388,126.6435672,조천읍 | 조천리 | 제주시,조천리에서 전해 내려오는 소(*)만이본풀이 전설.,,,,,,,
W_M_006,W_M_006 이공본풀이,legend,태흥리,33.2924853,126.7415146,용담동 | 제주시 | 남원읍 | 태흥리,태흥리에서 전해 내려오는 이공본풀이 전설.,,,,,,,
W_M_007,W_M_007 지장본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 수산리 | 남원읍 | 태흥리,수산리에서 전해 내려오는 지장본풀이 전설.,,,,,,,
W_M_008,W_M_008 차사본풀이,legend,우도,33.5042977,126.954048,조천읍 | 하도리 | 조천리 | 구좌읍 | 우도,우도에서 전해 내려오는 차사본풀이 전설.,,,,,,,
W_M_009,W_M_009 천지왕본풀이,legend,귀덕리,33.4317792,126.291254,조천읍 | 서귀포시 | 귀덕리 | 한림읍 | 동홍동,귀덕리에서 전해 내려오는 천지왕본풀이 전설.,,,,,,,
W_M_010,W_M_010 초공본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 조천읍 | 수산리,수산리에서 전해 내려오는 초공본풀이 전설.,,,,,,,
W_M_011,W_M_011 칠성본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 수산리 | 남원읍 | 남문통 | 태흥리,수산리에서 전해 내려오는 칠성본풀이 전설.,,,,,,,
W_M_012,W_M_012 할망본풀이,legend,표선리,33.324883,126.8245979,표선면 | 표선리 | 남원읍 | 태흥리,표선리에서 전해 내려오는 할망본풀이 전설.,,,,,,,
W-F-201,W_F_201 겁먹고 똥 싼 하르방,folktale,한동리,33.5191109,126.8108162,한동리 | 구좌읍,한동리에서 전해 내려오는 똥 싼 하르방 민담.,,,,,,,
W-F-202,W_F_202 공서방과 배서방,folktale,조천리,33.5267388,126.6435672,조천읍 | 조천리,조천리에서 전해 내려오는 배서방 민담.,,,,,,,
W-F-203,W_F_203 귀신 말 들은 걸바시 부부,folktale,동복리,33.5359923,126.7190983,조천읍 | 동복리 | 김녕리 | 북촌리,동복리에서 전해 내려오는 말 들은 걸바시 부부 민담.,,,,,,,
W-F-204,W_F_204 그슨새,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 그슨새 민담.,,,,,,,
W-F-205,W_F_205 금송아지,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 금송아지 민담.,,,,,,,
W-F-206,W_F_206 기십 센 여자,folktale,세화리,33.4902403,126.8326492,세화리 | 구좌읍,세화리에서 전해 내려오는 센 여자 민담.,,,,,,,
W-F-207,W_F_207 까마귀와 생이가 도와준 콩데기,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 생이가 도와준 콩데기 민담.,,,,,,,
W-F-208,W_F_208 꾀가 많은 토끼,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 많은 토끼 민담.,,,,,,,
W-F-209,W_F_209 난파선과 도깨빗불,folktale,행원리,33.5332052,126.7939455,행원리 | 구좌읍,행원리에서 전해 내려오는 도깨빗불 민담.,,,,,,,
W-F-210,W_F_210 다슴애기 콩데기,folktale,고성리,33.4191693,126.4289539,성산읍 | 고성리,고성리에서 전해 내려오는 콩데기 민담.,,,,,,,
W-F-211,W_F_211 대롱이의 영혼,folktale,송당리,33.4564636,126.7691579,송당리 | 구좌읍,송당리에서 전해 내려오는 영혼 민담.,,,,,,,
W-F-212,W_F_212 도깨비에 놀란 말,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리 | 온평리,신산리에서 전해 내려오는 놀란 말 민담.,,,,,,,
W-F-213,W_F_213 도깨비에 홀려서 피 냄새 맡게 한 사람,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 홀려서 피 냄새 맡게 한 사람 민담.,,,,,,,
W-F-214,W_F_214 도둑 물리친 개구리,folktale,동광리,33.3157138,126.3443504,동광리 | 안덕면,동광리에서 전해 내려오는 물리친 개구리 민담.,,,,,,,
W-F-215,W_F_215 도복 입은 어른과 여우,folktale,난산리,33.4090901,126.8505589,성산읍 | 난산리 | 고성리,난산리에서 전해 내려오는 입은 어른과 여우 민담.,,,,,,,
W-F-216,W_F_216 도새기 좋아하는 도체비,folktale,종달리,33.4791521,126.8667686,종달리 | 구좌읍,종달리에서 전해 내려오는 좋아하는 도체비 민담.,,,,,,,
W-F-217,W_F_217 도체비 배,folktale,온평리,33.4111905,126.8935582,성산읍 | 온평리,온평리에서 전해 내려오는 배 민담.,,,,,,,
W-F-218,W_F_218 도체비 심엉 보금지에 담아온 사름,folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 심엉 보금지에 담아온 사름 민담.,,,,,,,
W-F-219,W_F_219 도체비도 이기는 쉐,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 이기는 쉐 민담.,,,,,,,
W-F-220,W_F_220 대가리와 똘데기,folktale,종달리,33.4791521,126.8667686,종달리 | 구좌읍,종달리에서 전해 내려오는 똘데기 민담.,,,,,,,
W-F-221,W_F_221 동대문 모양으로 생긴 그슨새,folktale,신천리,33.3506155,126.8524692,성산읍 | 신천리,신천리에서 전해 내려오는 모양으로 생긴 그슨새 민담.,,,,,,,
W-F-222,W_F_222 동복리 돔벡낭 도체비,folktale,동복리,33.5359923,126.7190983,동복리 | 구좌읍,동복리에서 전해 내려오는 돔벡낭 도체비 민담.,,,,,,,
W-F-223,W_F_223 듬북광 싸운 큰아방,folktale,동복리,33.5359923,126.7190983,동복리 | 구좌읍,동복리에서 전해 내려오는 싸운 큰아방 민담.,,,,,,,
W-F-224,W_F_224 만세동산 구신,folktale,조천리,33.5267388,126.6435672,조천리 | 동복리 | 종달리 | 구좌읍,조천리에서 전해 내려오는 구신 민담.,,,,,,,
W-F-225,W_F_225 만장굴로 나온 개,folktale,만장굴,33.5282463,126.7702874,평대리 | 만장굴 | 구좌읍,만장굴에서 전해 내려오는 나온 개 민담.,,,,,,,
W-F-226,W_F_226 말꼬리에 눈 어둑은 하르방,folktale,북촌리,33.5374849,126.6939218,조천읍 | 북촌리,북촌리에서 전해 내려오는 눈 어둑은 하르방 민담.,,,,,,,
W-F-227,W_F_227 멜 들었다고 알린 도체비,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 들었다고 알린 도체비 민담.,,,,,,,
W-F-228,W_F_228 무식한 까마귀,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 까마귀 민담.,,,,,,,
W-F-229,W_F_229 문밧벵디의 돌,folktale,한라산,33.3616666,126.5291666,성산읍 | 한라산 | 온평리,한라산에서 전해 내려오는 돌 민담.,,,,,,,
W-F-230,W_F_230 바당밧 엇인 상도리,folktale,하도리,33.5163279,126.8833403,하도리 | 상도리 | 구좌읍,하도리에서 전해 내려오는 엇인 상도리 민담.,,,,,,,
W-F-231,W_F_231 바보 사위,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 사위 민담.,,,,,,,
W-F-232,W_F_232 보람 엇인 아기,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 엇인 아기 민담.,,,,,,,
W-F-233,W_F_233 부자 하르방,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리,신산리에서 전해 내려오는 하르방 민담.,,,,,,,
W-F-234,W_F_234 빗자루와 도체비,folktale,신천리,33.3506155,126.8524692,성산읍 | 신천리,신천리에서 전해 내려오는 도체비 민담.,,,,,,,
W-F-235,W_F_235 뺨 맞은 하르방,folktale,종달리,33.4791521,126.8667686,종달리 | 구좌읍,종달리에서 전해 내려오는 맞은 하르방 민담.,,,,,,,
W-F-236,W_F_236 사람 시늉하는 그슨새,folktale,온평리,33.4111905,126.8935582,성산읍 | 온평리,온평리에서 전해 내려오는 시늉하는 그슨새 민담.,,,,,,,
W-F-237,W_F_237 상도리와 하도리 설촌유래,folktale,하도리,33.5163279,126.8833403,하도리 | 상도리 | 구좌읍,하도리에서 전해 내려오는 하도리 설촌유래 민담.,,,,,,,
W-F-238,W_F_238 서귀진 벤인테,folktale,세화리,33.4902403,126.8326492,세화리 | 구좌읍,세화리에서 전해 내려오는 벤인테 민담.,,,,,,,
W-F-239,W_F_239 신랑을 지붕 위로 던져버린 각시,folktale,신풍리,33.3697855,126.8320995,성산읍 | 신풍리,신풍리에서 전해 내려오는 지붕 위로 던져버린 각시 민담.,,,,,,,
W-F-240,W_F_240 신촌리 그슨새,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 그슨새 민담.,,,,,,,
W-F-241,W_F_241 신촌리 기신대,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 기신대 민담.,,,,,,,
W-F-242,W_F_242 심술부리는 도체비,folktale,동복리,33.5359923,126.7190983,동복리 | 구좌읍,동복리에서 전해 내려오는 도체비 민담.,,,,,,,
W-F-243,W_F_243 양촌 상도리,folktale,납읍리,33.4284054,126.3417831,납읍리 | 상도리 | 구좌읍,납읍리에서 전해 내려오는 상도리 민담.,,,,,,,
W-F-244,W_F_244 어리석은 도체비,folktale,선흘리,33.4851252,126.7078377,선흘리 | 조천읍 | 북촌리,선흘리에서 전해 내려오는 도체비 민담.,,,,,,,
W-F-245,W_F_245 여자를 좋아하는 도깨비,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리 | 온평리,신산리에서 전해 내려오는 좋아하는 도깨비 민담.,,,,,,,
W-F-246,W_F_246 여자에게 홀린 사람,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리 | 온평리,신산리에서 전해 내려오는 홀린 사람 민담.,,,,,,,
W-F-248,W_F_248 오조리 송장군,folktale,한라산,33.3616666,126.5291666,성산읍 | 한라산 | 오조리,한라산에서 전해 내려오는 송장군 민담.,,,,,,,
W-F-249,W_F_249 망진 대정 생이,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 대정 *몽생이 민담.,,,,,,,
W-F-250,W_F_250 우장 썽 나온 도체비,folktale,고성리,33.4191693,126.4289539,성산읍 | 고성리 | 오조리,고성리에서 전해 내려오는 썽 나온 도체비 민담.,,,,,,,
W-F-251,W_F_251 자장가 부르는 헛게,folktale,하도리,33.5163279,126.8833403,하도리 | 상도리 | 구좌읍,하도리에서 전해 내려오는 부르는 헛게 민담.,,,,,,,
W-F-252,W_F_252 잡신 쫓아내는 소리,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리,신산리에서 전해 내려오는 쫓아내는 소리 민담.,,,,,,,
W-F-253,W_F_253 저승과 이승을 가른 역사,folktale,온평리,33.4111905,126.8935582,성산읍 | 온평리,온평리에서 전해 내려오는 이승을 기른 역사 민담.,,,,,,,
W-F-254,W_F_254 저승에서 만난 강아지,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 만난 강아지 민담.,,,,,,,
W-F-255,W_F_255 정동모자 줄로 끈 만든 사람,folktale,신풍리,33.3697855,126.8320995,성산읍 | 신풍리,신풍리에서 전해 내려오는 줄로 끈 만든 사람 민담.,,,,,,,
W-F-256,W_F_256 정시 손,folktale,세화리,33.4902403,126.8326492,세화리 | 구좌읍,세화리에서 전해 내려오는 정시*조손 민담.,,,,,,,
W-F-257,W_F_257 정안수 정성,folktale,행원리,33.5332052,126.7939455,행원리 | 구좌읍,행원리에서 전해 내려오는 정성 민담.,,,,,,,
W-F-258,W_F_258 죽은 혼사 거부한 언니 영혼,folktale,덕천리,33.4850905,126.7468625,덕천리 | 구좌읍,덕천리에서 전해 내려오는 혼사 거부한 언니 영혼 민담.,,,,,,,
W-F-259,W_F_259 토산 뱀과 새각시,folktale,토산리,33.3249072,126.773206,토산리 | 표선읍 | 동복리 | 구좌읍,토산리에서 전해 내려오는 뱀과 새각시 민담.,,,,,,,
W-F-260,W_F_260 하늘광 땅광 맞붙은 그슨새,folktale,하도리,33.5163279,126.8833403,하도리 | 구좌읍,하도리에서 전해 내려오는 땅광 맞부뜬 그슨새 민담.,,,,,,,
W-F-261,W_F_261 할망의 복수,folktale,고성리,33.4191693,126.4289539,성산읍 | 고성리,고성리에서 전해 내려오는 복수 민담.,,,,,,,
W-F-262,W_F_262 할아버지를 지붕 위로 던져버린 할머니,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 지붕 위로 던져버린 할머니 민담.,,,,,,,
W-F-263,W_F_263 헛게비,folktale,신촌리,33.5233479,126.6200395,삼양동 | 조천읍 | 신촌리 | 제주시,신촌리에서 전해 내려오는 헛게비 민담.,,,,,,,
W-F-264,W_F_264 호열제와 산 송장,folktale,하도리,33.5163279,126.8833403,하도리 | 구좌읍,하도리에서 전해 내려오는 산 송장 민담.,,,,,,,
W-F-265,W_F_265 화장터 헛게,folktale,세화리,33.4902403,126.8326492,세화리 | 사계리 | 종달리 | 구좌읍,세화리에서 전해 내려오는 헛게 민담.,,,,,,,
W-F-266,W_F_266 귀신을 본 모녀(#),folktale,종달리,33.4791521,126.8667686,성산읍 | 종달리 | 오조리,종달리에서 전해 내려오는 본 모녀 민담.,,,,,,,
W-F-267,W_F_267 글공부로 미친 사람(#),folktale,함덕리,33.5307681,126.6673798,조천읍 | 함덕리,함덕리에서 전해 내려오는 미친 사람 민담.,,,,,,,
W-F-268,W_F_268 꿩빙에기 소리(#),folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 소리 민담.,,,,,,,
W-F-269,W_F_269 눈썹에 아진 뱀(#),folktale,함덕리,33.5307681,126.6673798,조천읍 | 제주시 | 함덕리,함덕리에서 전해 내려오는 *돌아진 뱀 민담.,,,,,,,
W-F-270,W_F_270 도깨빗불에 놀라서 넋나간 아버지(#),folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 놀라서 넋나간 아버지 민담.,,,,,,,
W-F-271,W_F_271 도체비 푸다시(#),folktale,함덕리,33.5307681,126.6673798,조천읍 | 함덕리,함덕리에서 전해 내려오는 푸다시 민담.,,,,,,,
W-F-272,W_F_272 도체비와 그슨새(#),folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 그슨새 민담.,,,,,,,
W-F-273,W_F_273 마 받아 먹은 나그네(#),folktale,신천리,33.3506155,126.8524692,성산읍 | 신천리,신천리에서 전해 내려오는 받아 먹은 나그네 민담.,,,,,,,
W-F-274,W_F_274 래 도체비(#),folktale,덕천리,33.4850905,126.7468625,덕천리 | 구좌읍,덕천리에서 전해 내려오는 도체비 민담.,,,,,,,
W-F-275,W_F_275 물 싯군 꿈(#),folktale,행원리,33.5332052,126.7939455,행원리 | 구좌읍,행원리에서 전해 내려오는 싯군 꿈 민담.,,,,,,,
W-F-276,W_F_276 바당 귀신(#),folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 귀신 민담.,,,,,,,
W-F-277,W_F_277 삼강오륜과 뱃사름(#),folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 뱃사름 민담.,,,,,,,
W-F-278,W_F_278 앙갚음을 한 도체비(#),folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 한 도체비 민담.,,,,,,,
W-F-279,W_F_279 음식 먼저 받는 도체비 조상(#),folktale,덕천리,33.4850905,126.7468625,덕천리 | 구좌읍,덕천리에서 전해 내려오는 먼저 받는 도체비 조상 민담.,,,,,,,
W-F-280,W_F_280 정류장에서 본 도체비(#),folktale,오조리,33.4605544,126.903981,성산읍 | 오조리,오조리에서 전해 내려오는 본 도체비 민담.,,,,,,,
W-F-281,W_F_281 정월멩질에 본 도깨빗불(#),folktale,월정리,33.5446034,126.7803854,성산읍 | 월정리 | 오조리 | 구좌읍,월정리에서 전해 내려오는 본 도깨빗불 민담.,,,,,,,
W-F-282,W_F_282 주막동산 도체빗불(#),folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 도체빗불 민담.,,,,,,,
W-F-283,W_F_283 죽은 사람 때린 하르방(#),folktale,와산리,33.4802497,126.6843061,와산리 | 조천읍,와산리에서 전해 내려오는 사람 때린 하르방 민담.,,,,,,,
W-F-284,W_F_284 짐수막에서 본 도체비(#),folktale,오조리,33.4605544,126.903981,성산읍 | 오조리,오조리에서 전해 내려오는 본 도체비 민담.,,,,,,,
W-F-285,W_F_285 콩데기와 데기(#),folktale,오조리,33.4605544,126.903981,성산읍 | 오조리,오조리에서 전해 내려오는 *폿데기 민담.,,,,,,,
W-F-286,W_F_286 한흘과 논흘(#),folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 논흘 민담.,,,,,,,
W-F-287,W_F_287 허영 헌 소낭에 놀랜 사름(#),folktale,함덕리,33.5307681,126.6673798,조천읍 | 함덕리,함덕리에서 전해 내려오는 헌 소낭에 놀랜 사름 민담.,,,,,,,
